Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,"Fremstilling og bearbejdning af andet glas, herunder teknisk glas",Fremstilling af andre keramiske produkter,"Fremstilling af flasker, drikkeglas mv.",Fremstilling af keramiske husholdningsartikler og pyntegenstande,Fremstilling af byggematerialer af beton,Fremstilling af cement,Fremstilling af færdigblandet beton,Fremstilling af glasfiber,Fremstilling af keramiske teglsten og gulvfliser,"Fremstilling af andre produkter af beton, cement og gips",Fremstilling af asfalt og tagpap,"Fremstilling af mursten, teglsten og byggematerialer af brændt ler",Fremstilling af byggematerialer af gips,Fremstilling af keramiske isolatorer og isoleringsdele,Formning og forarbejdning af planglas,Fremstilling af ildfaste produkter,"Fremstilling af andre ikke-metalholdige mineralske produkter, bortset fra asfalt og tagpap",Fremstilling af keramiske sanitetsartikler,Fremstilling af kalk og gips,"Tilhugning, tilskæring og færdigbearbejdning af sten",Fremstilling af mørtel,Fremstilling af planglas,Fremstilling af slibemidler,Fremstilling af andre keramiske produkter til teknisk brug,Fremstilling af fibercement
BB FIBERBETON A/S,"Hjørnegårdsvej 10, 4623 Lille Skensved",Køge,01.01.1984,94.0,Mellemstor,Aktieselskab,72251113,2.178,55838000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cazana ApS,"Højris Alle 81, 7430 Ikast",Ikast-Brande,01.08.2015,1.0,Mikro,Anpartsselskab,36977604,40.0,1178000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S MIDTJYDSK BETONVARE- OG ELEMENTFABRIK,"Vardevej 2, 7400 Herning",Herning,26.03.1986,102.0,Mellemstor,Aktieselskab,10216036,500.0,10079000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FARUM BETONINDUSTRI A/S,"Lysholt Alle 4, 7430 Ikast",Ikast-Brande,30.06.1992,21.0,Lille,Aktieselskab,16368709,500.0,20492000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STORKØBENHAVNS STENHUGGERI ApS,"Roskildevej 302, 2610 Rødovre",Rødovre,14.01.2005,22.0,Lille,Anpartsselskab,28330537,1.0,11945000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GLASCOM A/S,"Nordvej 10, 4200 Slagelse",Slagelse,10.12.2004,58.0,Mellemstor,Aktieselskab,28295472,501.0,27989000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRY-BAG A/S,"Odinsvej 21, 8722 Hedensted",Hedensted,16.10.1999,3.0,Mikro,Aktieselskab,49159811,500.0,3139000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BALTIC SEA GLASS ApS,"Melstedvej 47, 3760 Gudhjem",Bornholm,26.06.1998,7.0,Mikro,Anpartsselskab,21037338,225.0,3796000.0,DKK,2023.0,0,0,23,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZURFACE A/S,"Tronholmen 28 B, 8960 Randers SØ",Randers,10.01.2013,51.0,Mellemstor,Aktieselskab,34903093,15.6,43281000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Combimix ApS,"Marktoften 6, 8464 Galten",Skanderborg,24.06.2015,8.0,Mikro,Anpartsselskab,36934379,50.0,15775000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NATURSTENSGRUPPEN A/S,"Peder Skrams Vej 8-16, 5220 Odense SØ",Odense,14.06.1977,14.0,Lille,Aktieselskab,83016612,500.0,7698000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DUPONT LIGHTSTONE ApS,"Lindhovedvej 18, 5631 Ebberup",Assens,10.10.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,30985958,560.0,18000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HØJSHOLM STENHUGGERI ApS,"Flegmade 14, 7100 Vejle",Vejle,10.04.2002,2.0,Mikro,Anpartsselskab,26643295,160.0,800000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nordic Reed ApS,"Østergade 24, 3700 Rønne",Bornholm,21.10.2019,1.0,Mikro,Anpartsselskab,40892117,40.0,143000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GLAFIMENT INTERIEUR ApS,"Sortbærvej 74, 8600 Silkeborg",Silkeborg,08.10.2012,1.0,Mikro,Anpartsselskab,34718024,80.0,119000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBf BRiCK A/S,"Hjørnegårdsvej 10, 4623 Lille Skensved",Køge,09.06.2022,Ikke oplyst,Ikke oplyst,Aktieselskab,43321285,400.0,-15000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y-MatTec A/S,"Nybovej 34, 7500 Holstebro",Holstebro,02.04.2021,5.0,Mikro,Aktieselskab,42277118,1.0,5676000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NORDTEGL A/S,"Ågade 16, 9881 Bindslev",Hjørring,19.06.1984,Ikke oplyst,Ikke oplyst,Aktieselskab,75922019,1.45,287000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RB Glasfiber A/S,"Jernvej 6, 8800 Viborg",Viborg,04.04.2023,4.0,Mikro,Aktieselskab,43965492,400.0,6049000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERROCON ApS,"Virupvej 170, 8530 Hjortshøj",Århus,01.01.2002,2.0,Mikro,Anpartsselskab,26384168,500.0,2228000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VM Kompensator A/S,"Industrivej 4, 6622 Bække",Vejen,25.06.2015,18.0,Lille,Aktieselskab,36937963,550.0,10781000.0,DKK,2023.0,1,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haubro Ståltegl ApS,"Messevej 18, 9600 Aars",Vesthimmerland,29.04.2021,4.0,Mikro,Anpartsselskab,42352160,40.0,1187000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MS. Sprøjtebeton ApS,"Vinkelvej 36, 7840 Højslev",Skive,14.02.2018,19.0,Lille,Anpartsselskab,39334194,50.0,14371000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIND BETON ApS,"Industriparken 47, 7400 Herning",Herning,14.03.2005,8.0,Mikro,Anpartsselskab,28686048,125.0,2149000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bøgh keramik & tegneri ApS,"Studekrogen 18, 2750 Ballerup",Ballerup,21.09.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43538101,40.0,-33000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLR ApS,"Haraldsgade 28, 9700 Brønderslev",Brønderslev-Dronninglund,23.06.1978,Ikke oplyst,Ikke oplyst,Anpartsselskab,84282316,200.0,-5000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GAMMELRAND BETON A/S,"Gl Skovvej 6 A, 4470 Svebølle",Kalundborg,01.01.2001,65.0,Mellemstor,Aktieselskab,25812344,1.0,34043000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRINK NORDIC ApS,"Nordbjergvej 12, 4100 Ringsted",Ringsted,30.06.2014,18.0,Lille,Anpartsselskab,36028963,50.0,4809000.0,DKK,2023.0,0,0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scanglas A/S,"Truckvej 5, 4600 Køge",Køge,06.06.1977,196.0,Mellemstor,Aktieselskab,81234116,25.0,123529000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HANDELS-& PRODUKTIONSSELSKABET D.K.-ECO ApS,"Veksø Stationsvej 5, 3670 Veksø Sjælland",Egedal,01.09.1987,1.0,Mikro,Anpartsselskab,11175198,125.0,421000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLASHÆRDERIET A/S,"Priorparken 321, 2605 Brøndby",Brøndby,12.08.2008,8.0,Mikro,Aktieselskab,31623499,504.0,4701000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordic Waste A/S,"Gl. Århusvej 110, 8940 Randers SV",Randers,30.04.2018,Ikke oplyst,Ikke oplyst,Aktieselskab,39560186,500.0,47657000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIRIT GLAS A/S,"Marielundvej 37 D 1, 2730 Herlev",Herlev,01.01.2008,23.0,Lille,Aktieselskab,31170508,500.0,11540000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maade Energi ApS,"Tøndervej 85 B, 6780 Skærbæk",Tønder,07.08.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39766035,50.0,-11000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BETONVÆRKET BRØNDERSLEV A/S,"Øster Kærvej 22, 9700 Brønderslev",Brønderslev-Dronninglund,21.08.2001,24.0,Lille,Aktieselskab,26192706,500.0,20002000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fyns Flagstang Industri A/S,"Tværvejen 3, 5580 Nørre Aaby",Middelfart,14.01.2003,11.0,Lille,Aktieselskab,10112958,500.0,3684000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHIEDEL SKORSTENE ApS,"Industrivej 23, 7470 Karup J",Viborg,01.09.1990,14.0,Lille,Anpartsselskab,14747346,3.5,9637000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S MAGNUS HOLM,"Allingvej 8, 8963 Auning",Norddjurs,31.07.1981,12.0,Lille,Aktieselskab,66890716,500.0,135000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industri Beton A/S,"Hovergårdevej 15, 6950 Ringkøbing",Ringkøbing-Skjern,01.02.2002,310.0,Stor,Aktieselskab,26511356,1.458,158268000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPÆNCOM A/S,"Akacievej 1, 2640 Hedehusene",Høje-Taastrup,15.11.1966,568.0,Stor,Aktieselskab,26271010,41.126,145357000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAV NORDIC A/S,"Tietgensvej 12, 8600 Silkeborg",Silkeborg,10.06.1963,89.0,Mellemstor,Aktieselskab,34991014,3.1,92332000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENSIT ApS,"Rørdalsvej 44, 9220 Aalborg Øst",Aalborg,04.01.1983,25.0,Lille,Anpartsselskab,73162718,4.0,35756000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CRH DENMARK A/S,"Vestergade 25, 4130 Viby Sjælland",Roskilde,01.03.2000,Ikke oplyst,Ikke oplyst,Aktieselskab,10019958,75.0,-7281000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frandsens Cementstøberi ApS,"Håndværkerbakken 3, 2630 Taastrup",Høje-Taastrup,12.05.1976,1.0,Mikro,Anpartsselskab,58007617,200.0,190000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tymmstone ApS,"Brårupgade 18 C, 7800 Skive",Skive,12.06.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44117622,102.0,19000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JIFFY A/S,"Industrivej 4, 8550 Ryomgård",Syddjurs,15.06.1971,36.0,Lille,Aktieselskab,33540515,4.8,11960000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEMVIG BETON A/S,"Fabriksvej 3, 7620 Lemvig",Lemvig,01.07.1992,82.0,Mellemstor,Aktieselskab,16278890,550.0,65288000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cementvarefabrikken Sælvig ApS,"Industrivej 25, 8305 Samsø",Samsø,12.04.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42294233,40.0,86000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUNCK ASFALT A/S,"Toftegårdsvej 18, 5800 Nyborg",Nyborg,03.01.1995,247.0,Mellemstor,Aktieselskab,18262894,500.0,59945000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ÅRHUS NY STENHUGGERI ApS,"Klamsagervej 45, 8230 Åbyhøj",Århus,26.06.2008,3.0,Mikro,Anpartsselskab,31576512,125.0,606000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HY beton ApS,"Håndværkervej 13, 7400 Herning",Herning,30.01.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39289407,40.0,-45000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HASTRUP MØRTEL- OG SINGELSVÆRK ApS,"Ådalsvej 6, 4720 Præstø",Vordingborg,06.11.1978,3.0,Mikro,Anpartsselskab,87859010,200.0,839000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DANSTEIN A/S,"Industriparken 28, 4450 Jyderup",Holbæk,14.01.2005,13.0,Lille,Aktieselskab,28331339,2.5,7237000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"PETERSEN BETON, TØNDER ApS","Hydrovej 12, 6270 Tønder",Tønder,12.11.2000,Ikke oplyst,Ikke oplyst,Anpartsselskab,10048761,125.0,-2399000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sambeso ApS,"Lauritz Sørensens Vej 10 4 th, 2000 Frederiksberg",Frederiksberg,19.05.2017,1.0,Mikro,Anpartsselskab,38654209,40.0,149000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANO MAST A/S,"Nøragervej 1, 6682 Hovborg",Vejen,12.03.2010,15.0,Lille,Aktieselskab,32787088,2.0,7318000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thorøhuse Keramik ApS,"Kragsbjergvej 3, 5610 Assens",Assens,06.04.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42279447,40.0,250000.0,DKK,2023.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC BETON A/S,"Nibevej 151, 9200 Aalborg SV",Aalborg,24.06.1988,45.0,Lille,Aktieselskab,12230400,1.0,40781000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cosentino Denmark ApS,"Snedkervej 1, 8722 Hedensted",Hedensted,25.11.2015,9.0,Mikro,Anpartsselskab,37276839,7.0,13108000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebens Studio ApS,"Refshalevej 213 A, 1432 København K",København,28.02.2020,1.0,Mikro,Anpartsselskab,41210184,40.0,175000.0,DKK,2024.0,0,0,23,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRUM PÆLE A/S,"Grønlandsvej 96, 7100 Vejle",Vejle,14.05.2003,80.0,Mellemstor,Aktieselskab,27242561,1.0,118480000.0,DKK,2024.0,1,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fladenland A/S,"Frisvadvej 42, 6800 Varde",Varde,28.07.1971,Ikke oplyst,Ikke oplyst,Aktieselskab,30268814,500.0,0.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLAYTON A/S,"Farøvej 18, 4793 Bogø By",Vordingborg,27.06.2003,3.0,Mikro,Aktieselskab,27225829,500.0,-93000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S FORENEDE STENHUGGERIER,"Industriholmen 21, 2650 Hvidovre",Hvidovre,03.06.1996,7.0,Mikro,Aktieselskab,19209806,500.0,3487000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pilehave Natursten ApS,"Svalehøjvej 1 A, 3650 Ølstykke",Egedal,13.04.2018,4.0,Mikro,Anpartsselskab,39499169,50.0,1609000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Danish Graphene ApS,"Tysklandsvej 7, 7100 Vejle",Vejle,27.05.2020,13.0,Lille,Anpartsselskab,41406704,72.0,-1447000.0,DKK,2023.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INNOGROW ApS,"Rundingsholms Alle 35, 4300 Holbæk",Holbæk,14.11.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36433639,50.0,-24000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lerkenfeldt Cooperation ApS,"Gammel Lundtoftevej 1 C st, 2800 Kongens Lyngby",Lyngby-Taarbæk,01.05.2023,1.0,Mikro,Anpartsselskab,44024691,80.0,-105000.0,DKK,2024.0,0,0,23,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAGGESEN BEGRAVELSESFORRETNING & STENHUGGERI ApS,"Frederikshavnsvej 58, 9800 Hjørring",Hjørring,02.09.2008,9.0,Mikro,Anpartsselskab,30522613,125.0,4205000.0,DKK,2024.0,0,0,23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
