Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Smedning og valsning af metal samt pulvermetallurgi,Maskinforarbejdning af metal,Fremstilling af håndværktøj,Fremstilling af andre færdige metalprodukter i.a.n.,Overfladebehandling af metal,Fremstilling af metalkonstruktioner og dele heraf,Fremstilling af døre og vinduer af metal,Fremstilling af andre tanke og beholdere af metal,Fremstilling af våben og ammunition,Fremstilling af låse og hængsler,"Fremstilling af bestik, skære- og klipperedskaber","Fremstilling af trådvarer, kæder og fjedre","Fremstilling af lukkeanordninger, bolte, skruer og møtrikker",Fremstilling af metaltønder og lignende beholdere,Fremstilling af letmetalemballage,Varmebehandling af metal,"Fremstilling af radiatorer, damp- og fyringskedler til centralvarmeanlæg"
GLASVAEG ApS,"Gøngehusvej 280, 2970 Hørsholm",Hørsholm,14.01.2020,1.0,Mikro,Anpartsselskab,41087862,40.0,184000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BM2 INDUSTRI A/S,"Brørupvænget 16, 7650 Bøvlingbjerg",Lemvig,24.06.2003,9.0,Mikro,Aktieselskab,27232043,500.0,5696000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REAPORTE ApS,"Øresundsvej 5, 6715 Esbjerg N",Esbjerg,31.01.2020,8.0,Mikro,Anpartsselskab,41127864,40.0,2856000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SØREN O STÅL & MONTAGE ApS,"Nr. Lindvej 26, 7400 Herning",Herning,15.10.2004,63.0,Mellemstor,Anpartsselskab,28134290,125.0,34423000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rustfri Design aps,"Industrivej 6, 3540 Lynge",Allerød,08.06.2020,3.0,Mikro,Anpartsselskab,41427434,40.0,2552000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salling Klejnsmedie ApS,"Ringvej 10, 7860 Spøttrup",Skive,16.08.2021,5.0,Mikro,Anpartsselskab,42602108,60.0,1715000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MELSEN TECH A/S,"Dallvej 4, 9200 Aalborg SV",Aalborg,01.05.1991,67.0,Mellemstor,Aktieselskab,15156198,3.0,30712000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTERLAK A/S,"Hadsundvej 164, 8930 Randers NØ",Randers,20.12.2011,20.0,Lille,Aktieselskab,34086214,601.0,9471000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOMAC A/S,"Kystvejen 100, 5330 Munkebo",Kerteminde,01.09.2014,38.0,Lille,Aktieselskab,36077883,500.0,48556000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.A. Andersen ApS,"Ingolfs Allé 13, 5250 Odense SV",Odense,25.06.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36937769,40.0,-24000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYDVESTJYSK PORTINDUSTRI A/S,"Toftevej 4, 6683 Føvling",Vejen,16.06.2009,13.0,Lille,Aktieselskab,32265375,500.0,14205000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nygaard Stål og Montage ApS,"Vorningvej 36, 8830 Tjele",Viborg,08.09.2020,1.0,Mikro,Anpartsselskab,41663006,40.0,214000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESTER-SMEDEN ApS,"Byhøjvej 10, 4200 Slagelse",Slagelse,08.06.2014,1.0,Mikro,Anpartsselskab,35867813,50.0,677000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JBN PROFILE COATING ApS,"Industrivej 5, 6740 Bramming",Esbjerg,18.09.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,35481184,80.0,92000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAGENS A/S,"Hagensvej 13, 9530 Støvring",Rebild,20.03.1980,81.0,Mellemstor,Aktieselskab,89490413,600.0,66566000.0,DKK,2024.0,1,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TJ MASKINVÆRKSTED ApS,"Fredensdal 33, 9460 Brovst",Jammerbugt,05.05.1980,2.0,Mikro,Anpartsselskab,89751128,200.0,2125000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVB Steel ApS,"Ved Padholm 7, 6000 Kolding",Kolding,01.10.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,38059238,50.0,-3000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beritech Manufacturing A/S,"Svendborgvej 5, 9220 Aalborg Øst",Aalborg,28.04.2003,14.0,Lille,Aktieselskab,27127991,400.0,33388000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRODAN A/S,"Tåsingevej 1, 8940 Randers SV",Randers,07.01.2010,109.0,Mellemstor,Aktieselskab,32667678,20.0,73360000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rødkjær Smede og Montage ApS,"Dalvej 4, 8783 Hornsyld",Hedensted,10.05.2021,2.0,Mikro,Anpartsselskab,42380075,40.0,743000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNT A/S,"Randersvej 16, 6700 Esbjerg",Esbjerg,10.06.2010,33.0,Lille,Aktieselskab,32949266,5.99,12648000.0,DKK,2023.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVOS A/S,"Melbygade 15, 4400 Kalundborg",Kalundborg,11.07.1996,34.0,Lille,Aktieselskab,19390942,1.0,30489000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKJ TRÅDGNIST ApS,"Toelbjergvej 8, 7620 Lemvig",Lemvig,16.06.1992,2.0,Mikro,Anpartsselskab,16232238,200.0,172000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JM Smed og Montage ApS,"Håndværkervænget 8, 8970 Havndal",Randers,06.03.2018,3.0,Mikro,Anpartsselskab,39388537,50.0,2124000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEFEG Nordic ApS,"Birk Centerpark 40, 7400 Herning",Herning,16.09.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40793127,40.0,-222000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DK Kraner ApS,"Øster Løgumvej 88, 6230 Rødekro",Aabenraa,19.04.2004,14.0,Lille,Anpartsselskab,27736971,125.0,8425000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLADSAXE METALSLIBERI ApS,"Stationsvej 9, 3550 Slangerup",Frederikssund,25.06.1985,15.0,Lille,Anpartsselskab,78307617,200.0,8145000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Øksendal Design & Produkt ApS,"Øksendal 10, 7900 Nykøbing M",Morsø,07.06.2006,1.0,Mikro,Anpartsselskab,29621632,125.0,200000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laser-Pro ApS,"Fladsåvej 15, 4700 Næstved",Næstved,12.03.2010,5.0,Mikro,Anpartsselskab,32787932,101.0,3517000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AH-NICHRO HAARDCHROM A/S,"Søvangsvej 11-15, 2650 Hvidovre",Hvidovre,08.12.1987,7.0,Mikro,Aktieselskab,11760902,2.0,4015000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP Components A/S,"Birkevej 2, 6971 Spjald",Ringkøbing-Skjern,12.12.1969,192.0,Mellemstor,Aktieselskab,26753716,10.0,157587000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lindsys ApS,"Kollemosevej 18, 2840 Holte",Rudersdal,23.06.2020,1.0,Mikro,Anpartsselskab,41468033,40.0,395000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INVENTARRUM A/S,"Damgårdvej 15, 5500 Middelfart",Middelfart,12.09.2001,18.0,Lille,Aktieselskab,26224136,500.0,6488000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTF-AALBORG A/S,"Hagensvej 17, 9530 Støvring",Rebild,14.11.1994,32.0,Lille,Aktieselskab,18236001,2.0,17535000.0,DKK,2024.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMEDEGÅRDEN BRÆDSTRUP ApS,"Ring Byvej 1, 8740 Brædstrup",Horsens,01.01.2003,Ikke oplyst,Ikke oplyst,Anpartsselskab,26934621,125.0,103000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SorptionShade A/S,"H.J. Holst Vej 20, 2610 Rødovre",Rødovre,01.01.2021,Ikke oplyst,Ikke oplyst,Aktieselskab,42000396,400.0,-70000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOVLUND ApS,"Nørremarksvej 12, 9270 Klarup",Aalborg,21.12.2010,6.0,Mikro,Anpartsselskab,33372310,150.0,4004000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLENSBERGS MASKINFABRIK ApS,"Vestervangen 105, 4300 Holbæk",Holbæk,01.01.1990,1.0,Mikro,Anpartsselskab,13916799,200.0,659000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB Cutting ApS,"Mariendalsvej 3, 8800 Viborg",Viborg,30.06.2016,5.0,Mikro,Anpartsselskab,37873209,50.0,3409000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CLAUS ANDERSEN, RUSTFRI STÅL A/S","Fabriksvej 8, 5260 Odense S",Odense,01.12.2004,68.0,Mellemstor,Aktieselskab,28291205,500.0,36588000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H. NIELSSONS MASKINFABRIK A/S,"Egensevej 48, 4840 Nørre Alslev",Guldborgsund,17.07.2002,1.0,Mikro,Aktieselskab,26702658,500.0,230000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLE STORM SMEDE- OG MODELVÆRKSTED ApS,"Baldersbækvej 20 D, 2635 Ishøj",Ishøj,01.04.1991,1.0,Mikro,Anpartsselskab,15094192,125.0,335000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenn Bødker Drift ApS,"Holger Danskes Vej 14, 8960 Randers SØ",Randers,27.06.2019,1.0,Mikro,Anpartsselskab,40621040,40.0,3881000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angle.Design ApS,"Boestoftevej 26 A, 4673 Rødvig Stevns",Stevns,27.04.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37645419,50.0,-121000.0,DKK,2023.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEHA Montage Aps,"Spartavej 7, 2300 København S",København,18.02.2016,1.0,Mikro,Anpartsselskab,37461512,50.0,617000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VP STÅL A/S,"Smedebakken 12, 8700 Horsens",Horsens,05.12.2014,22.0,Lille,Aktieselskab,36456450,600.0,11286000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A B VANDSKÆRING A/S,"Hagensvej 15, 9530 Støvring",Rebild,20.11.1996,7.0,Mikro,Aktieselskab,19764001,900.0,5169000.0,DKK,2024.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PcP. Danmark A/S,"Sverigesvej 2, 7480 Vildbjerg",Herning,28.06.1990,142.0,Mellemstor,Aktieselskab,14310940,2.1,111148000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hrs A/S,"Flakagervej 13, 4400 Kalundborg",Kalundborg,01.10.1980,140.0,Mellemstor,Aktieselskab,63098817,500.0,92322000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMEDEFIRMAET 3L ApS,"Turøvej 12, 4100 Ringsted",Ringsted,24.06.2010,Ikke oplyst,Ikke oplyst,Anpartsselskab,33047258,80.0,-15000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BALLE INNOVATION ApS,"Cedervej 2 C, 7400 Herning",Herning,11.03.2013,9.0,Mikro,Anpartsselskab,35055797,120.0,4288000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASMUSSEN SKILTE ApS,"C.F. Tietgens Boulevard 30 A kl, 5220 Odense SØ",Odense,15.10.2002,1.0,Mikro,Anpartsselskab,26853028,125.0,344000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herfølge Kleinsmedie A/S,"Solvangsvej 11 A, 4681 Herfølge",Køge,06.07.2022,51.0,Mellemstor,Aktieselskab,43376985,400.0,29557000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIPLECUT A/S,"Diskovej 6, 7100 Vejle",Vejle,22.08.2006,41.0,Lille,Aktieselskab,29789711,501.0,28480000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASES A/S,"Lollandsvej 11 C, 5500 Middelfart",Middelfart,01.07.2003,2.0,Mikro,Aktieselskab,27243339,500.0,1152000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALBÆK SANDBLÆSNING ApS,"Fasterholtvej 3, 7400 Herning",Herning,28.06.2001,13.0,Lille,Anpartsselskab,26144264,168.0,5651000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ØSTER HASSING SMEDE OG VVS A/S,"Aalborgvej 374, 9362 Gandrup",Aalborg,28.06.2004,22.0,Lille,Aktieselskab,26989450,500.0,10460000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frema A/S,"Auningvej 91 B, 8961 Allingåbro",Norddjurs,27.06.2021,11.0,Lille,Aktieselskab,42497444,400.0,5252000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guldbæk Sandblæsning ApS,"Søndergade 57, 9320 Hjallerup",Brønderslev-Dronninglund,19.09.2019,1.0,Mikro,Anpartsselskab,40813764,40.0,563000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GÅSDAL BYGNINGSINDUSTRI A/S,"Bækgårdsvej 38, 6900 Skjern",Ringkøbing-Skjern,12.09.1973,279.0,Stor,Aktieselskab,46911512,6.5,171263000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AARESTRUP VÆRKTØJS- OG MASKINFABRIK A/S,"Mercurvej 15, 9530 Støvring",Rebild,25.05.2012,22.0,Lille,Aktieselskab,34582939,500.0,15495000.0,DKK,2023.0,1,1,25,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dan-alu a/s,"Jegstrupvej 6 d, 7800 Skive",Skive,11.04.2012,57.0,Mellemstor,Aktieselskab,34472947,500.0,8227000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.F. STÅL ApS,"Færgevejen 3, 3390 Hundested",Halsnæs,07.12.1989,26.0,Lille,Anpartsselskab,13650608,125.0,14475000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANLUND ApS,"Bakkebjergvej 31, 3230 Græsted",Gribskov,14.02.2007,1.0,Mikro,Anpartsselskab,30346793,125.0,951000.0,DKK,2023.0,1,1,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKILTEGÅRDEN HERNING A/S,"Langvadbjergvej 1, 7400 Herning",Herning,01.01.2007,2.0,Mikro,Aktieselskab,30693361,500.0,1711000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORTEN KNUDSEN STÅL OG MASKINTEKNIK ApS,"Auningvej 89 C, 8961 Allingåbro",Norddjurs,11.01.2008,46.0,Lille,Anpartsselskab,31185874,500.0,21502000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ØSTEN SVEJSE- OG RØRSERVICE ApS,"Charlottevej 14, 4270 Høng",Kalundborg,01.04.2001,Ikke oplyst,Ikke oplyst,Anpartsselskab,25977076,125.0,5000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fyens Lakerings-Industri A/S,"Åsum Bygade 13, 5240 Odense NØ",Odense,26.02.1982,8.0,Mikro,Aktieselskab,89919711,500.0,3118000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tårs Smedie og VVS ApS,"Damhusvej 11, 9830 Tårs",Hjørring,15.06.2016,2.0,Mikro,Anpartsselskab,37821918,50.0,721000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milwan Portservice ApS,"Egevej 20, 4200 Slagelse",Slagelse,10.12.2020,1.0,Mikro,Anpartsselskab,41931345,40.0,272000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDS Cranes ApS,"Fladhøjparken 15, 6230 Rødekro",Aabenraa,04.10.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42728187,40.0,,nan,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECM INDUSTRIES A/S,"Runddelen 11, 6040 Egtved",Vejle,20.12.1990,129.0,Mellemstor,Aktieselskab,14763082,1.44,80058000.0,DKK,2023.0,1,1,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLVANG MASKINFABRIK A/S,"Lejerstoftevej 3, 4660 Store Heddinge",Stevns,11.06.2007,14.0,Lille,Aktieselskab,30607988,400.0,9879000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHLMANN ApS,"Odinsvej 4, 3300 Frederiksværk",Halsnæs,13.12.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26923867,125.0,63000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fjelsø Partner III 2022 ApS,"Testrupvej 5, 9620 Aalestrup",Vesthimmerland,01.02.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43037382,100.0,-118000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish Steel Manufacturing A/S,"Erhvervsparken 41, 9700 Brønderslev",Brønderslev-Dronninglund,26.06.1985,27.0,Lille,Aktieselskab,78780916,500.0,13234000.0,DKK,2024.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JØRN KIRKEGAARD A/S,"Søparken 5, 8660 Skanderborg",Skanderborg,01.01.1990,1.0,Mikro,Aktieselskab,13878390,500.0,76000.0,DKK,2024.0,0,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THYBOTECH ApS,"Industrivej 12, 8653 Them",Silkeborg,04.04.2007,10.0,Lille,Anpartsselskab,30496582,125.0,9720000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT STÅL ApS,"Århusvej 211, 8464 Galten",Skanderborg,14.11.2002,11.0,Lille,Anpartsselskab,26889448,125.0,9396000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kotchanika Nam ApS,"Pårupvej 1, 3230 Græsted",Gribskov,31.05.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42429414,40.0,0.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSKILDE INDUSTRILAKERING A/S,"Ydervang 9, 4300 Holbæk",Holbæk,22.06.1991,8.0,Mikro,Aktieselskab,15467533,500.0,5014000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GL. KJELLERUP SMEDIE ApS,"Grønningen 15, 8620 Kjellerup",Silkeborg,02.11.1984,17.0,Lille,Anpartsselskab,76249113,200.0,8891000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Driftsselskabet H&S A/S,"Marianevej 67, 7800 Skive",Skive,10.03.2000,4.0,Mikro,Aktieselskab,25244230,1.0,15293000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
