Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af øvrige maskiner til specielle formål i.a.n.,Fremstilling af løfte- og håndteringsudstyr,Fremstilling af andre maskiner til generelle formål i.a.n.,"Fremstilling af motorer og turbiner, undtagen motorer til flyvemaskiner, motorkøretøjer og knallerter","Fremstilling af klimaanlæg, ikke til husholdningsbrug","Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien",Fremstilling af hydraulisk udstyr,Fremstilling af maskiner til råstofindvindingsindustrien samt bygge- og anlæg,Fremstilling af maskiner til produktion af plast og gummi,Fremstilling af metalforarbejdende maskiner og maskinværktøj til bearbejdning af metal,Fremstilling af landbrugs- og skovbrugsmaskiner,Fremstilling af motordrevet håndværktøj,Fremstilling af andet maskinværktøj,"Fremstilling af maskiner til produktion af tekstiler, beklædningsartikler og læder","Fremstilling af ovne, ildsteder og fyringsaggregater til boligopvarmning",Fremstilling af andre haner og ventiler,"Fremstilling af lejer, tandhjul, tandhjulsudvekslinger og drivelementer",Fremstilling af andre pumper og kompressorer,Fremstilling af maskiner til additiv fremstilling,Fremstilling af maskiner til produktion af papir og pap,"Fremstilling af kontormaskiner og -udstyr, undtagen computere og ydre enheder",Fremstilling af maskiner til metallurgi
MJ-Technics ApS,"Enggårdsvej 17, 9530 Støvring",Rebild,10.10.2022,1.0,Mikro,Anpartsselskab,43565699,40.0,751000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green Steel ApS,"Niels Bohrs Vej 10, 6100 Haderslev",Haderslev,03.04.2003,5.0,Mikro,Anpartsselskab,27130798,500.0,2413000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meili ApS,"Diplomvej 381, 2800 Kongens Lyngby",Lyngby-Taarbæk,30.04.2019,9.0,Mikro,Anpartsselskab,40480390,69.0,-3351000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klimaventi ApS,"Håndværkervej 4, 9560 Hadsund",Mariagerfjord,03.03.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43098071,40.0,39000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freslo ApS,"Danasvej 36 B, 1910 Frederiksberg C",Frederiksberg,02.12.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41902981,60.0,-99000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Signode Denmark ApS,"Fynsgade 6-10, 6400 Sønderborg",Sønderborg,01.04.1988,124.0,Mellemstor,Anpartsselskab,12070942,1.021,116126000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Installations Teknik A/S,"Bøgebjergvej 56, 5672 Broby",Faaborg-Midtfyn,20.12.2016,14.0,Lille,Aktieselskab,38272896,600.0,15203000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TETRA PAK PROCESSING SYSTEMS A/S,"Søren Nymarks Vej 13, 8270 Højbjerg",Århus,22.11.1957,413.0,Stor,Aktieselskab,41852119,12.0,214488000.0,DKK,2023.0,1,0,28,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROICO Solutions ApS,"Cortex Park 26 E st, 5230 Odense M",Odense,02.08.2022,3.0,Mikro,Anpartsselskab,43423339,40.0,182000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steady Spray ApS,"Elevvej 97, 8200 Aarhus N",Århus,12.11.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42828181,40.0,-311000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMI-STÅL A/S,"Støberivej 20, 3000 Helsingør",Helsingør,30.05.1972,28.0,Lille,Aktieselskab,38870610,980.0,22456000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TinyMobileRobots ApS,"Sofienlystvej 9, 8340 Malling",Århus,15.12.2015,81.0,Mellemstor,Anpartsselskab,37397350,267.0,36572000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERTEX DANMARK A/S,"Trekanten 6-8, 6500 Vojens",Haderslev,24.04.1992,119.0,Mellemstor,Aktieselskab,16069248,11.2,71018000.0,DKK,2023.0,1,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Fat Seed ApS,"Aalborggade 62, 8940 Randers SV",Randers,12.05.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40512489,60.0,84000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALLESOE MACHINERY A/S,"Bredgade 115, 6940 Lem St",Ringkøbing-Skjern,11.05.2010,116.0,Mellemstor,Aktieselskab,32895344,500.0,53131000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIP-Robotics ApS,"Helsnedvej 11 A, 5932 Humble",Langeland,22.10.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39963205,40.0,-369000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ELM, KRAGELUND A/S","Herredsvej 19, 8723 Løsning",Hedensted,25.09.1987,96.0,Mellemstor,Aktieselskab,11477607,3.808,118465000.0,DKK,2023.0,1,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELLEPOT A/S,"Storstrømsvej 55, 6715 Esbjerg N",Esbjerg,31.03.1993,84.0,Mellemstor,Aktieselskab,16881686,6.0,84154000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RENO A/S,"Åmarksvej 1, 8250 Egå",Århus,02.07.1984,55.0,Mellemstor,Aktieselskab,75164513,2.1,33991000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALFA LAVAL NAKSKOV A/S,"Stavangervej 10, 4900 Nakskov",Lolland,12.12.1997,167.0,Mellemstor,Aktieselskab,20533900,2.427,65443000.0,DKK,2023.0,1,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922AB ApS,"Slotsvænget 12, 3480 Fredensborg",Fredensborg,19.01.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,42990876,40.0,-11000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNIAIR A/S,"Messingvej 54 A, 8940 Randers SV",Randers,16.03.2006,1.0,Mikro,Aktieselskab,29419612,500.0,1478000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KC TEKNIK ApS,"Middelfartvej 6, 4200 Slagelse",Slagelse,09.08.2011,9.0,Mikro,Anpartsselskab,33869169,54.0,5389000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIMUL ApS,"Ravnsbjergvej 1, 3670 Veksø Sjælland",Egedal,03.08.2023,2.0,Mikro,Anpartsselskab,44214547,81.0,-191000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baron Danmark A/S,"Nordre Kobbelvej 10, 7000 Fredericia",Fredericia,03.07.2006,13.0,Lille,Aktieselskab,29636842,1.596,15884000.0,DKK,2023.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METAL-TEK A/S,"Jennumvej 250, 7182 Bredsten",Vejle,10.04.2008,2.0,Mikro,Aktieselskab,31370175,500.0,1035000.0,DKK,2024.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AICO TOOLS ApS,"Højmarken 11, 5492 Vissenbjerg",Assens,10.11.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31787009,125.0,235000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sønderlyng ApS,"Industrivej 6, 8830 Tjele",Viborg,06.11.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31849799,125.0,971000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conrex ApS,"Industrivej 17, 6580 Vamdrup",Kolding,14.09.2015,2.0,Mikro,Anpartsselskab,37087777,50.0,776000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T. JACOBSENS MASKINFABRIK ApS,"Industrivej 4 B, 5592 Ejby",Middelfart,26.11.1990,5.0,Mikro,Anpartsselskab,14718583,200.0,195000.0,DKK,2024.0,1,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoM Invest ApS,"Damsbovej 12, 5492 Vissenbjerg",Assens,16.11.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,40033424,10.0,,nan,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Per & Jørgen Therkildsen ApS,"Høngårdsvej 41, 9750 Østervrå",Frederikshavn,22.12.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41967749,40.0,-8000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB Køleteknik ApS,"Venusvej 24, 8723 Løsning",Hedensted,09.04.2018,1.0,Mikro,Anpartsselskab,39471426,50.0,244000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONHOIST ApS,"Bådehavnsgade 42 F st tv, 2450 København SV",København,21.11.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,38200003,50.0,-185000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COTTONCARE ApS,"Bizonvej 2, 8464 Galten",Skanderborg,15.06.2002,1.0,Mikro,Anpartsselskab,26695171,127.0,-63000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FALDT CLEANING SYSTEM ApS,"Lomholtvej 4, 7100 Vejle",Vejle,20.11.1980,3.0,Mikro,Anpartsselskab,66440516,125.0,1134000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JA-STOKER ApS,"Hovgyden 2, 5683 Haarby",Assens,01.01.2007,Ikke oplyst,Ikke oplyst,Anpartsselskab,30246578,125.0,-9000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAWO A/S,"Industrimarken 1, 9530 Støvring",Rebild,01.12.1957,350.0,Stor,Aktieselskab,57008113,15.325,194921000.0,DKK,2024.0,1,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T. O. ENTREPRENØRSERVICE ApS,"Basager 5, 8930 Randers NØ",Randers,24.04.2007,1.0,Mikro,Anpartsselskab,30568508,125.0,1321000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK LIFTE ApS,"Landholmvej 9, 9280 Storvorde",Aalborg,09.05.2012,8.0,Mikro,Anpartsselskab,34491194,80.0,5131000.0,DKK,2024.0,0,0,28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLOMGREEN VENTILATION ApS,"Folevej 30, 6510 Gram",Haderslev,09.05.2008,2.0,Mikro,Anpartsselskab,31427908,125.0,1995000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One2Trees ApS,"Gunnar Clausens Vej 68, 8260 Viby J",Århus,30.06.2015,4.0,Mikro,Anpartsselskab,36948213,50.0,525000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL-2 TEKNIK A/S,"Krøgebækvej 25, 6682 Hovborg",Vejen,07.07.1999,10.0,Lille,Aktieselskab,24211118,500.0,13046000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUDERS DIESEL ApS,"Bogø Hovedgade 81, 4793 Bogø By",Vordingborg,26.08.1977,Ikke oplyst,Ikke oplyst,Anpartsselskab,81963118,200.0,-15000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NewRoniX ApS,"Hagensvej 14, 9530 Støvring",Rebild,03.12.2019,2.0,Mikro,Anpartsselskab,40979891,95.0,499000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Space Systems ApS,"Hammelvej 133, 8940 Randers SV",Randers,29.08.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37994669,50.0,-351000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYLINDER TEKNIK ApS,"Nellikevej 3, 6100 Haderslev",Haderslev,01.12.1999,Ikke oplyst,Ikke oplyst,Anpartsselskab,25369025,125.0,738000.0,DKK,2023.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COTES A/S,"Bjørnholms Allé 20 1, 8260 Viby J",Århus,01.06.1991,39.0,Lille,Aktieselskab,15200332,1.181,45415000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ML Christensen Holding ApS,"Tøndervej 118, 6200 Aabenraa",Aabenraa,11.10.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,38131699,50.0,-9000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADVANCE NONWOVEN A/S,"Møllerupvej 24, 8410 Rønde",Syddjurs,01.11.1993,1.0,Mikro,Aktieselskab,17406078,32.143,633000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MÜLLER GAS EQUIPMENT A/S,"Mommarkvej 7-11, 6400 Sønderborg",Sønderborg,01.05.1990,149.0,Mellemstor,Aktieselskab,14126104,10.0,64377000.0,DKK,2024.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Klima-Montage ApS,"Hovedvejen 226, 5580 Nørre Aaby",Middelfart,19.04.2017,2.0,Mikro,Anpartsselskab,38578545,50.0,282000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randers Køleteknik ApS,"Møllevangsvej 62, 8940 Randers SV",Randers,18.05.2020,8.0,Mikro,Anpartsselskab,41372303,40.0,3955000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.L. HYDRAULIK & INDUSTRISERVICE A/S,"Rørgangen 10, 2690 Karlslunde",Greve,26.02.2003,17.0,Lille,Aktieselskab,27048072,500.0,15944000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KD VÆRKTØJ ApS,"N. A. Christensens Vej 29, 7900 Nykøbing M",Morsø,27.08.2007,3.0,Mikro,Anpartsselskab,30811917,250.0,1106000.0,DKK,2024.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS Solvarmeservice ApS,"Øster Kærvej 10, 9700 Brønderslev",Brønderslev-Dronninglund,01.04.1987,Ikke oplyst,Ikke oplyst,Anpartsselskab,10778530,40.0,1080000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Copenhagen Atomics A/S,"Oliefabriksvej 77, 2770 Kastrup",Tårnby,07.04.2015,58.0,Mellemstor,Aktieselskab,36719230,1.406,-12830000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kongskilde Industries A/S,"Skælskørvej 64, 4180 Sorø",Sorø,01.03.2018,118.0,Mellemstor,Aktieselskab,39406101,500.0,77215000.0,DKK,2023.0,0,0,28,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLIMATIC A/S,"Skelstedet 13, 2950 Vedbæk",Rudersdal,13.07.2004,8.0,Mikro,Aktieselskab,27976468,3.23,3396000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UVD Robots ApS,"Svendborgvej 226, 5260 Odense S",Odense,06.12.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,38235745,400.0,-1995000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Søgaard Food ApS,"Fabriksvej 2, 6270 Tønder",Tønder,28.05.2019,1.0,Mikro,Anpartsselskab,40548343,40.0,-12000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Munk Technologies ApS,"Flintebakken 15, 5560 Aarup",Assens,29.07.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40680330,40.0,287000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROLL-O-MATIC A/S,"Damsbovej 12, 5492 Vissenbjerg",Assens,01.05.1994,66.0,Mellemstor,Aktieselskab,17835890,5.587,24747000.0,DKK,2023.0,1,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROCUTTER ApS,"Iglsøvej 67, 7800 Skive",Skive,01.05.2010,Ikke oplyst,Ikke oplyst,Anpartsselskab,32892833,80.0,-11000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYSTEMAIR A/S,"Ved Milepælen 7, 8361 Hasselager",Århus,04.10.1982,190.0,Mellemstor,Aktieselskab,82378014,10.2,67930000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3T Wind ApS,"Kertemindevej 62, 8940 Randers SV",Randers,24.10.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39988542,40.0,1838000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSC A/S,"Dragsmøllevej 12, 4534 Hørve",Odsherred,22.12.2009,11.0,Lille,Aktieselskab,32660061,500.0,4743000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agro Intelligence A/S,"Agro Food Park 13, 8200 Aarhus N",Århus,29.06.2015,22.0,Lille,Aktieselskab,36942975,6.592,4988000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TS HOLDING ApS,"Kristiansbakken 24, 8660 Skanderborg",Skanderborg,25.08.1998,2.0,Mikro,Anpartsselskab,21302791,200.0,-98000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADSORASK ApS,"Bonderupvej 70, 4220 Korsør",Slagelse,23.04.2007,1.0,Mikro,Anpartsselskab,30565843,125.0,409000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REPARATIONS- & SPECIALVÆRKSTED ApS,"Hedebyvej 5, 6900 Skjern",Ringkøbing-Skjern,04.02.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26453593,125.0,42000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G. & P. STÆHR ApS,"Peder Stubsvej 28, 9600 Aars",Vesthimmerland,31.08.1972,Ikke oplyst,Ikke oplyst,Anpartsselskab,32222412,325.0,283000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dankøl A/S,"Pottemagervej 8, 7100 Vejle",Vejle,02.01.1995,9.0,Mikro,Aktieselskab,18235641,500.0,2856000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
