Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af friske bageriprodukter,Anden forarbejdning og konservering af frugt og grøntsager,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",Fremstilling af mejeriprodukter,Fremstilling af færdige foderblandinger til landbrugsdyr,Fremstilling af andre fødevarer i.a.n.,Fremstilling af færdigretter,"Fremstilling af kakao, chokolade og sukkervarer",Fremstilling af kød- og fjerkrækødprodukter,Fremstilling af homogeniserede produkter og diætmad,Fremstilling af stivelse og stivelsesprodukter,Fremstilling af konsumis,Industriel fremstilling af brød og kager mv.,Fremstilling af mølleriprodukter,Fremstilling af olier og fedtstoffer,Forarbejdning af te og kaffe,Forarbejdning af andet kød,Fremstilling af frugt- og grøntsagssaft,Fremstilling af margarine o.lign. spiselige fedtstoffer,Fremstilling af færdige foderblandinger til kæledyr,Fremstilling af smagspræparater og krydderier,Fremstilling af dejprodukter,"Fremstilling af tvebakker, kiks, konserverede kager, tærter mv.",Forarbejdning og konservering af fjerkrækød,Fremstilling af fiskemel,Forarbejdning af svinekød,Forarbejdning og konservering af kartofler,Fremstilling af sukker
AKTIESELSKABET SÆBY FISKE-INDUSTRI,"Gyldendalsvej 4, 9300 Sæby",Frederikshavn,01.12.1955,234.0,Mellemstor,Aktieselskab,24167410,43.642,160323000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S Haldrupvej af 1/4 2015,"Skindergade 23 4, 1159 København K",København,01.06.1996,Ikke oplyst,Ikke oplyst,Aktieselskab,19319296,4.337,-33000.0,DKK,2024.0,0,0,10,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vestergades Bageri ApS,"Vestergade 59 st, 7700 Thisted",Thisted,08.06.2017,35.0,Lille,Anpartsselskab,38697153,50,6627000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE FACTORY ApS,"Refshalevej 163 A st th, 1432 København K",København,20.06.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36021209,50,-5000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hansen og Lindstrøm Tang ApS,"Klejsgårdvej 26, 7130 Juelsminde",Hedensted,19.11.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,40054391,50,-19000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAN IMPORT A/S,"Over Hadstenvej 82, 8370 Hadsten",Favrskov,10.10.1986,45.0,Lille,Aktieselskab,10432391,1.001,25173000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Briancon 2022 ApS,"Åboulevarden 53 st th, 8000 Aarhus C",Århus,28.09.2022,24.0,Lille,Anpartsselskab,43544047,40,2754000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sinne gas ApS,"Ryesgade 63 st tv, 2100 København Ø",København,08.03.2023,11.0,Lille,Anpartsselskab,43908065,40,127000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROS&CO ApS,"Pinievej 34, 2880 Bagsværd",Gladsaxe,12.08.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41580585,50,-17000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sol biksen ApS,"Vemmeløsevej 33 A, 4261 Dalmose",Slagelse,06.12.2022,21.0,Lille,Anpartsselskab,43722832,40,1421000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHRØDER & MORTENSEN HOLDING ApS,"Krækketsvej 3, 3760 Gudhjem",Bornholm,22.09.2010,4.0,Mikro,Anpartsselskab,33159935,125,861000.0,DKK,2023.0,0,0,10,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smørum Konditori ApS,"Flodvej 75, 2765 Smørum",Egedal,24.06.2019,35.0,Lille,Anpartsselskab,40611045,50,5988000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLSENS FOOD A/S,"Kastebovej 9, 5683 Haarby",Assens,23.02.1968,8.0,Mikro,Aktieselskab,47549116,1.000,4344000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GERTZ NYBORG ApS,"Kongegade 16, 5800 Nyborg",Nyborg,14.12.2011,22.0,Lille,Anpartsselskab,34083398,400,4331000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghostchef ApS,"Roskildevej 75, 4300 Holbæk",Holbæk,26.10.2022,1.0,Mikro,Anpartsselskab,43600745,40,-150000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bjergstedslagteren ApS,"Bjergsted Byvej 5, 4450 Jyderup",Holbæk,25.06.2018,15.0,Lille,Anpartsselskab,39672243,50,3696000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aalborg Chokoladen Store ApS,"Troensevej 4 M, 9220 Aalborg Øst",Aalborg,09.07.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36958847,50,-75000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEVLANA'S PASTANESI ApS,"Parkvej 8, 2630 Taastrup",Høje-Taastrup,01.07.2010,2.0,Mikro,Anpartsselskab,33059337,80,703000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaffeværkstedet ApS,"Ringstedvej 531, 4632 Bjæverskov",Køge,29.05.2015,5.0,Mikro,Anpartsselskab,36906731,40,2161000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIPROS A/S,"Rybergsvej 1, 5631 Ebberup",Assens,01.01.1990,131.0,Mellemstor,Aktieselskab,14252398,1.200,77660000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Håndværksbageren Sæby ApS,"Gl. Ålborgvej 6, 9300 Sæby",Frederikshavn,09.06.2024,21.0,Lille,Anpartsselskab,44891514,80,2813000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIPLE A A/S,"Bjørnkærvej 16, 8783 Hornsyld",Hedensted,11.05.1995,19.0,Lille,Aktieselskab,18519275,5.040,17504000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grønsagsgaarden ApS,"Drammelstrupvej 12, 8961 Allingåbro",Norddjurs,02.05.2019,3.0,Mikro,Anpartsselskab,40499652,40,5049000.0,DKK,2024.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FONFISK. HANSTHOLM A/S,"Hamborgvej 16, 7730 Hanstholm",Thisted,21.01.1986,23.0,Lille,Aktieselskab,14136991,1.236,15833000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jolly-Fox ApS,"Sorrentovej 48 1, 2300 København S",København,01.06.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39631156,50,0.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALSGAARDS ApS,"Viborgvej 13, 7500 Holstebro",Holstebro,14.09.2011,1.0,Mikro,Anpartsselskab,33885938,80,846000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsmoor Denmark Evolve A/S,"Langs Skoven 12, 8541 Skødstrup",Århus,01.07.2011,1.0,Mikro,Aktieselskab,33779283,5.895,856000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANGEGADES BAGERI ApS,"Langegade 23, 5300 Kerteminde",Kerteminde,14.02.2012,16.0,Lille,Anpartsselskab,34227861,80,2035000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIZZLY PET PRODUCTS ApS,"Sydmarken 32 E, 2860 Søborg",Gladsaxe,04.01.2002,3.0,Mikro,Anpartsselskab,26396255,125,2434000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varbro ApS,"Købstedvej 34, 9850 Hirtshals",Hjørring,23.02.2023,1.0,Mikro,Anpartsselskab,43882465,60,-40000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERRENS MARK ApS,"Assensvej 17, 5580 Nørre Aaby",Middelfart,29.01.2013,6.0,Mikro,Anpartsselskab,35032398,80,2992000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandvig-Pharma ApS,"Kirkeplads 8, 6200 Aabenraa",Aabenraa,12.07.2019,2.0,Mikro,Anpartsselskab,40667687,50,-3283000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AddFeed Nutrition ApS,"Paulinevænget 11, 5270 Odense N",Odense,01.10.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39904438,50,-3000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROYAL SMOKE ApS,"Lykkesholms Allé 102 st tv, 8260 Viby J",Århus,01.09.2010,Ikke oplyst,Ikke oplyst,Anpartsselskab,33152671,200,-117000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DavidBreadHead ApS,"J.M. Mørks Gade 7 kl th, 8000 Aarhus C",Århus,23.07.2020,20.0,Lille,Anpartsselskab,41539992,50,5348000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KB Bymidtens ApS,"Bymidten 34, 3500 Værløse",Furesø,14.02.2022,10.0,Lille,Anpartsselskab,43055062,40,2292000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LISELEJE BAGEREN ApS,"Liselejevej 44, 3360 Liseleje",Halsnæs,30.06.2009,36.0,Lille,Anpartsselskab,32284132,125,7307000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
byMattsson ApS,"Rugmarken 10, 3650 Ølstykke",Egedal,21.04.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44010003,40,2000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE COFFEE COLLECTIVE A/S,"Godthåbsvej 34 B, 2000 Frederiksberg",Frederiksberg,02.07.2007,154.0,Mellemstor,Aktieselskab,30706595,500,45016000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROYAL GREENLAND SEAFOOD A/S,"Hellebarden 7, 9230 Svenstrup J",Aalborg,01.07.1987,133.0,Mellemstor,Aktieselskab,10977231,500.000,,nan,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Langvads Hundefoder ApS,"Risengård 4, 8700 Horsens",Horsens,01.11.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43618873,40,71000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFC-BAIT ApS,"Præsteskovvej 9, 6630 Rødding",Vejen,17.06.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36927798,67,-23000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILOFOSS A/S,"Ballesvej 2, 7000 Fredericia",Fredericia,01.02.1990,135.0,Mellemstor,Aktieselskab,82776214,150.001,108659000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Convi Food ApS,"Vandtårnsvej 75, 2860 Søborg",Gladsaxe,21.12.2017,22.0,Lille,Anpartsselskab,39187760,500,4785000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORNHOLMS HAVBRUG A/S,"Ibskervej 25, 3730 Nexø",Bornholm,09.04.2014,Ikke oplyst,Ikke oplyst,Aktieselskab,35831061,500,-13000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connecting Grounds ApS,"Torstilgårdsvej 20 2 tv, 8381 Tilst",Århus,27.07.2021,2.0,Mikro,Anpartsselskab,42570990,40,119000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odsherred Food ApS,"Annebergparken 28 B, 4500 Nykøbing Sj",Odsherred,04.03.2016,6.0,Mikro,Anpartsselskab,37537217,109,1518000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaladnBrew ApS,"Istedgade 106, 1650 København V",København,17.03.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43964828,40,-2000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STL HOLDING ApS,"Holmevej 6, 7361 Ejstrupholm",Ikast-Brande,22.01.2004,Ikke oplyst,Ikke oplyst,Anpartsselskab,27594255,125,652000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOC INVEST ApS,"Bøgevænget 1, 8800 Viborg",Viborg,08.04.2008,2.0,Mikro,Anpartsselskab,31368138,125,-186000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordisk Naturens Forråd Frederikshavn ApS,"Constantiavej 33, 9900 Frederikshavn",Frederikshavn,24.04.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36723394,60,-29000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K.Jensen Invest ApS,"Hovedgaden 29, 4270 Høng",Kalundborg,01.01.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37372145,50,1159000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRAGØR RØGERI ApS,"Gl. Havn 6-8, 2791 Dragør",Tårnby,01.01.1998,3.0,Mikro,Anpartsselskab,20805935,150,3309000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plantemageren Drift ApS,"Lysholt Allé 3, 7100 Vejle",Vejle,25.04.2017,11.0,Lille,Anpartsselskab,38593927,510,3232000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAND HOLDING ApS,"Karlebovej 52, 2980 Kokkedal",Fredensborg,26.08.1999,2.0,Mikro,Anpartsselskab,24237745,125,414000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Det Gyldne Brød, Lystrup ApS","Lystrupvej 236, 8520 Lystrup",Århus,29.11.2011,32.0,Lille,Anpartsselskab,34074496,80,6000000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sund Appetit ApS,"Nærum Hovedgade 58, 2850 Nærum",Rudersdal,20.06.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37825573,50,184000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pillefyren ApS,"Ålborgvej 693, 9330 Dronninglund",Brønderslev-Dronninglund,27.12.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42933473,40,180000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KB Ringsted ApS,"Søndervang 1, 4100 Ringsted",Ringsted,04.02.2019,32.0,Lille,Anpartsselskab,40240578,50,9795000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sømods Bolcher siden 1891 ApS,"Nørregade 36, 1165 København K",København,11.12.1986,21.0,Lille,Anpartsselskab,10546087,200,3613000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juno the bakery ApS,"Århusgade 48 st th, 2100 København Ø",København,01.06.2017,49.0,Lille,Anpartsselskab,38691236,50,15240000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEDERS BAGERI AARS ApS,"Himmerlandsgade 108, 9600 Aars",Vesthimmerland,12.10.1978,28.0,Lille,Anpartsselskab,47994012,200,4957000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GROES BAGERI ApS,"Østerbrogade 14, 9670 Løgstør",Vesthimmerland,26.06.2000,31.0,Lille,Anpartsselskab,10028922,125,4665000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acid League ApS,"Tuborg Boulevard 1, 2900 Hellerup",Gentofte,17.03.2022,1.0,Mikro,Anpartsselskab,43144529,40,-142000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
